Time (hours),Mean accumulation,Standard deviation
158.991899189919,9.191,3.234272561179715
159.06390639063906,9.206,3.239685787233076
159.13591359135913,9.221,3.2471770817126595
159.20792079207922,9.228,3.2508485046215183
159.2799279927993,9.239,3.249904460134167
159.35193519351935,9.252,3.2509223306624775
159.42394239423942,9.263,3.2498970752933083
159.4959495949595,9.277,3.253040270270271
159.56795679567958,9.28,3.253551905226044
159.63996399639964,9.289,3.257219519774494
159.7119711971197,9.301,3.255518238314753
159.78397839783977,9.315,3.256650887031028
159.85598559855987,9.326,3.2572571283213296
159.92799279927993,9.339,3.2576186087386096
160.0,9.35,3.256915718897249
160.07200720072007,9.357,3.2584583778222287
160.14401440144016,9.363,3.256567364572706
160.21602160216023,9.375,3.2542856358961485
160.2880288028803,9.387,3.2559531630538014
160.36003600360036,9.399,3.261870475662705
160.43204320432045,9.408,3.26213672306971
160.50405040504052,9.417,3.2623781203287923
160.57605760576058,9.431,3.2636235996205176
160.64806480648065,9.451,3.2713298519103886
160.7200720072007,9.463,3.273932039612305
160.7920792079208,9.476,3.27771627814244
160.86408640864087,9.487,3.2820467699287903
160.93609360936094,9.506,3.276272882407701
161.008100810081,9.525,3.27404566247937
161.0801080108011,9.535,3.280362022704205
161.15211521152116,9.548,3.2865933730840586
161.22412241224123,9.558,3.2812552476148387
161.2961296129613,9.572,3.2895008739928957
161.36813681368136,9.584,3.298324423097278
161.44014401440145,9.591,3.294194742270105
161.51215121512152,9.605,3.302570968200389
161.58415841584159,9.614,3.3049968229939344
161.65616561656165,9.628,3.315058973834388
161.72817281728175,9.644,3.316815340051355
161.8001800180018,9.657,3.316225414533823
161.87218721872188,9.672,3.316385984773187
161.94419441944194,9.683,3.318209004869979
162.016201620162,9.694,3.315473420192053
162.0882088208821,9.709,3.319686581591701
162.16021602160217,9.723,3.316665644890977
162.23222322232223,9.737,3.3144880449324328
162.3042304230423,9.747,3.3161711355115564
162.3762376237624,9.754,3.3189582703010845
162.44824482448246,9.762,3.3210474251356246
162.52025202520252,9.775,3.3251127800422036
162.5922592259226,9.783,3.3265464073119446
162.66426642664266,9.796,3.3308233216428653
162.73627362736275,9.808,3.336335714522718
162.80828082808281,9.821,3.343195926056385
162.88028802880288,9.832,3.3466066395679084
162.95229522952295,9.841,3.3495848996554796
163.02430243024304,9.855,3.357078342845158
163.0963096309631,9.864,3.35909273465321
163.16831683168317,9.868,3.3631199800185523
163.24032403240324,9.877,3.3647988052779674
163.31233123312333,9.887,3.364555096888742
163.3843384338434,9.9,3.368976105584601
163.45634563456346,9.92,3.3715871633401417
163.52835283528353,9.933,3.3705357140965213
163.6003600360036,9.942,3.3755941699203293
163.6723672367237,9.954,3.376371425065667
163.74437443744375,9.967,3.3796317846771475
163.81638163816382,9.979,3.380319363610487
163.88838883888388,9.99,3.385542792522343
163.96039603960398,10.003,3.3883611082645877
164.03240324032404,10.014,3.388481075644364
164.1044104410441,10.026,3.387819947990149
164.17641764176417,10.037,3.388160415328646
164.24842484248424,10.054,3.3998652914490566
164.32043204320433,10.062,3.401787177352521
164.3924392439244,10.077,3.405153594186331
164.46444644464447,10.088,3.4088496593425717
164.53645364536453,10.101,3.413033694530418
164.60846084608463,10.115,3.4140555062857367
164.6804680468047,10.127,3.415387386520015
164.75247524752476,10.131,3.4155290951769097
164.82448244824482,10.138,3.4130566945188634
164.8964896489649,10.147,3.4180975702867173
164.96849684968498,10.161,3.4212686243556005
165.04050405040505,10.168,3.422247214915957
165.1125112511251,10.176,3.420675956591038
165.18451845184518,10.192,3.4221537078278366
165.25652565256527,10.204,3.4191203547111364
165.32853285328534,10.213,3.4228103949824624
165.4005400540054,10.221,3.43105800009268
165.47254725472547,10.234,3.4329643167385235
165.54455445544554,10.253,3.4422363370343962
165.61656165616563,10.266,3.44169202573385
165.6885688568857,10.276,3.439160362646672
165.76057605760576,10.283,3.438155173926854
165.83258325832583,10.298,3.4396505636474344
165.90459045904592,10.31,3.4417873263756493
165.97659765976599,10.323,3.446254633656657
166.04860486048605,10.337,3.449265284085868
166.12061206120612,10.353,3.457223018551169
166.1926192619262,10.366,3.462375485125755
166.26462646264628,10.373,3.4695635172165384
166.33663366336634,10.386,3.47979941950682
166.4086408640864,10.398,3.49050082366414
166.48064806480647,10.412,3.496320351455223
166.55265526552657,10.426,3.49406983330328
166.62466246624663,10.435,3.4931039205841032
166.6966696669667,10.448,3.491603643027087
166.76867686768676,10.462,3.498078901339996
166.84068406840686,10.474,3.499046155740161
166.91269126912692,10.484,3.5016773123747407
166.984698469847,10.496,3.5105532327540607
167.05670567056706,10.505,3.506846874330277
167.12871287128712,10.512,3.511104669473695
167.20072007200721,10.524,3.508478872674015
167.27272727272728,10.536,3.5146413757309727
167.34473447344735,10.547,3.5204816431846395
167.4167416741674,10.556,3.521202067476391
167.4887488748875,10.569,3.5218232493979573
167.56075607560757,10.584,3.5186565618144683
167.63276327632764,10.595,3.5240566113500527
167.7047704770477,10.62,3.524712754253887
167.77677767776777,10.637,3.519265690453057
167.84878487848786,10.644,3.522678526348946
167.92079207920793,10.651,3.5283422453044446
167.992799279928,10.665,3.5248794305621427
168.06480648064806,10.669,3.5244061911192945
168.13681368136815,10.686,3.5263868193946006
168.20882088208822,10.699,3.527378488339458
168.28082808280828,10.706,3.5303773169450348
168.35283528352835,10.717,3.5367938871243236
168.42484248424844,10.725,3.5379902487146495
168.4968496849685,10.736,3.5406643444415873
168.56885688568858,10.754,3.5509835257291726
168.64086408640864,10.767,3.5550964825163343
168.7128712871287,10.784,3.557716121334028
168.7848784878488,10.794,3.557747039911635
168.85688568856887,10.809,3.5657424191884615
168.92889288928893,10.819,3.5662640115392468
169.000900090009,10.832,3.5692822807953974
169.0729072907291,10.853,3.574267897066468
169.14491449144916,10.865,3.572782529066107
169.21692169216922,10.875,3.579856840713047
169.2889288928893,10.886,3.581759902617708
169.36093609360935,10.898,3.5888154034444293
169.43294329432945,10.906,3.589591063059977
169.5049504950495,10.917,3.5977925176418943
169.57695769576958,10.934,3.6027273002546294
169.64896489648964,10.942,3.6009215487150117
169.72097209720974,10.958,3.608356412551291
169.7929792979298,10.973,3.609746667011397
169.86498649864987,10.985,3.607876799448669
169.93699369936994,10.999,3.6073534620272474
170.00900090009,11.01,3.6074783436633377
170.0810081008101,11.022,3.6104730991935123
170.15301530153016,11.033,3.607757059448437
170.22502250225023,11.044,3.6091638920946814
170.2970297029703,11.059,3.6146257067641145
170.3690369036904,11.067,3.617804721098175
170.44104410441045,11.077,3.617329263420747
170.51305130513052,11.091,3.6181098656619053
170.58505850585058,11.11,3.6254516959959577
170.65706570657065,11.118,3.6274062358660637
170.72907290729074,11.131,3.6270978757127557
170.8010801080108,11.137,3.6290812887010335
170.87308730873087,11.146,3.6327240467726107
170.94509450945094,11.153,3.6306460857538796
171.01710171017103,11.174,3.6383683156051987
171.0891089108911,11.187,3.6351108648843167
171.16111611161116,11.199,3.634473689545713
171.23312331233123,11.216,3.6366666055606514
171.30513051305132,11.221,3.634027930547594
171.3771377137714,11.234,3.6437952741612643
171.44914491449146,11.241,3.6437506775299298
171.52115211521152,11.254,3.644377038672038
171.5931593159316,11.262,3.653403344827946
171.66516651665168,11.276,3.6589375507105872
171.73717371737175,11.286,3.6625406482386085
171.8091809180918,11.303,3.668404421543516
171.88118811881188,11.311,3.672366947896128
171.95319531953197,11.322,3.670465365590589
172.02520252025204,11.325,3.6706096223924476
172.0972097209721,11.337,3.671706823808233
172.16921692169217,11.357,3.678253797659949
172.24122412241223,11.366,3.6758732295877397
172.31323132313233,11.375,3.680540041896026
172.3852385238524,11.389,3.684247412973235
172.45724572457246,11.403,3.6876267435845493
172.52925292529252,11.419,3.6874705422552183
172.60126012601262,11.436,3.693224065772353
172.67326732673268,11.451,3.6929119946189055
172.74527452745275,11.464,3.6908947424710012
172.81728172817282,11.474,3.6977457998083127
172.88928892889288,11.484,3.698073011718398
172.96129612961298,11.501,3.7035117118756324
173.03330333033304,11.512,3.7064613852028705
173.1053105310531,11.525,3.7128661435607886
173.17731773177317,11.538,3.715717427361772
173.24932493249327,11.554,3.71201885771072
173.32133213321333,11.568,3.720937516271941
173.3933393339334,11.579,3.7191072853576044
173.46534653465346,11.59,3.7250369125687866
173.53735373537353,11.602,3.7249961073805182
173.60936093609362,11.615,3.726764682670489
173.6813681368137,11.625,3.7210717542127565
173.75337533753375,11.64,3.7197311730822737
173.82538253825382,11.645,3.7222271558839592
173.8973897389739,11.655,3.7223614816403816
173.96939693969398,11.664,3.7281502115660463
174.04140414041404,11.679,3.7288012819135368
174.1134113411341,11.697,3.7343260436121577
174.1854185418542,11.709,3.7395613379111667
174.25742574257427,11.725,3.739969919665122
174.32943294329434,11.742,3.748791271863499
174.4014401440144,11.755,3.7535283401088098
174.47344734473447,11.771,3.757733226294815
174.54545454545456,11.783,3.7608391350867407
174.61746174617463,11.79,3.761369431470411
174.6894689468947,11.793,3.7627318533214695
174.76147614761476,11.806,3.7590376428016756
174.83348334833485,11.823,3.765324819985656
174.90549054905492,11.833,3.763922289314697
174.97749774977498,11.839,3.76949320201006
175.04950495049505,11.85,3.771140411069307
175.12151215121511,11.869,3.7767497931422427
175.1935193519352,11.877,3.7809880983679403
175.26552655265527,11.887,3.7810357046714067
175.33753375337534,11.908,3.778298029536581
175.4095409540954,11.93,3.7840586676213093
175.4815481548155,11.939,3.7840823194005595
175.55355535553556,11.949,3.787928061618907
175.62556255625563,11.967,3.7899750658810496
175.6975697569757,11.984,3.792854334139402
175.76957695769576,11.997,3.794863765670648
175.84158415841586,12.012,3.803663497208982
175.91359135913592,12.023,3.8079483977596085
175.985598559856,12.038,3.8103222960794265
176.05760576057605,12.053,3.8160438938775245
176.12961296129615,12.068,3.8232677123110226
176.2016201620162,12.079,3.822925450489454
176.27362736273628,12.09,3.820196330033308
176.34563456345634,12.107,3.8290404803292213
176.4176417641764,12.12,3.8280020898635856
176.4896489648965,12.136,3.822499705689982
176.56165616561657,12.149,3.8226690937092647
176.63366336633663,12.161,3.8219208521370596
176.7056705670567,12.166,3.8236689187219066
176.7776777677768,12.177,3.822521549971956
176.84968496849686,12.191,3.831777524857102
176.92169216921693,12.207,3.838248428645544
176.993699369937,12.22,3.8459849193672104
177.06570657065708,12.232,3.84657977949245
177.13771377137715,12.25,3.8498701276796337
177.20972097209722,12.262,3.856599019861935
177.28172817281728,12.278,3.8591081871333954
177.35373537353735,12.291,3.8603521860058265
177.42574257425744,12.296,3.8650205691561332
177.4977497749775,12.316,3.8701607201768797
177.56975697569757,12.324,3.869240752395749
177.64176417641764,12.334,3.86942424657726
177.71377137713773,12.347,3.8787357476373696
177.7857785778578,12.363,3.885772896091593
177.85778577857786,12.373,3.8850831393935463
177.92979297929793,12.385,3.891885789691168
178.001800180018,12.399,3.887646974713631
178.0738073807381,12.408,3.8930111738858355
178.14581458145815,12.423,3.898470341044032
178.21782178217822,12.432,3.896071867920298
178.28982898289829,12.441,3.89698845263878
178.36183618361838,12.452,3.9053419824645377
178.43384338433845,12.466,3.905488957864308
178.5058505850585,12.476,3.9081228230443203
178.57785778577858,12.483,3.9076477579229247
178.64986498649864,12.499,3.9081963870818948
178.72187218721874,12.511,3.9115059759637307
178.7938793879388,12.523,3.9078729508519108
178.86588658865887,12.531,3.9044895953248626
178.93789378937893,12.547,3.9068901955391673
179.00990099009903,12.562,3.9036080745894597
179.0819081908191,12.576,3.903872948752307
179.15391539153916,12.587,3.911576536385308
179.22592259225922,12.608,3.9151418875948805
179.2979297929793,12.624,3.9184976713021022
179.36993699369938,12.632,3.9195122145491554
179.44194419441945,12.641,3.9194539160449415
179.51395139513951,12.657,3.926748145730765
179.58595859585958,12.674,3.9265409713894757
179.65796579657967,12.694,3.924074922832129
179.72997299729974,12.7,3.9219892911633587
179.8019801980198,12.712,3.9254370457313477
179.87398739873987,12.726,3.9254202322808713
179.94599459945997,12.736,3.9380584048487606
180.01800180018003,12.747,3.9409378325469726
180.0900090009001,12.76,3.9421314031878665
180.16201620162016,12.776,3.940028426293393
180.23402340234023,12.796,3.9431439233180408
180.30603060306032,12.803,3.945147779234641
180.3780378037804,12.814,3.9488484397353205
180.45004500450045,12.824,3.953103084919492
180.52205220522052,12.836,3.955642046495112
180.5940594059406,12.848,3.9629403225382958
180.66606660666068,12.857,3.962644445316767
180.73807380738074,12.876,3.961644103147074
180.8100810081008,12.888,3.96528132671567
180.88208820882087,12.906,3.9647400923641944
180.95409540954097,12.916,3.9654689508304055
181.02610261026103,12.926,3.97171549837095
181.0981098109811,12.936,3.9706301766848
181.17011701170117,12.945,3.9686238168916916
181.24212421242126,12.955,3.9690017636680333
181.31413141314133,12.97,3.9667492988592006
181.3861386138614,12.986,3.9670901174538513
181.45814581458146,13.006,3.9739104167054444
181.53015301530152,13.018,3.9703496067727104
181.60216021602162,13.032,3.9687499291338604
181.67416741674168,13.04,3.967921370188657
181.74617461746175,13.05,3.9657912199206895
181.8181818181818,13.061,3.9617267699829957
181.8901890189019,13.079,3.9644367821923936
181.96219621962197,13.083,3.96410279886887
182.03420342034204,13.095,3.962319396515131
182.1062106210621,13.116,3.970458915541154
182.17821782178217,13.127,3.9752825056843464
182.25022502250226,13.135,3.975018867879753
182.32223222322233,13.152,3.9788058510060464
182.3942394239424,13.16,3.9830139341960624
182.46624662466246,13.168,3.982433426938863
182.53825382538255,13.183,3.9876698709897993
182.61026102610262,13.194,3.988529052169482
182.68226822682269,13.203,3.9892093201535617
182.75427542754275,13.221,3.9972689426657375
182.82628262826285,13.234,3.9934000550908957
182.8982898289829,13.246,4.000935390630544
182.97029702970298,13.259,4.012968851112575
183.04230423042304,13.27,4.01660304237299
183.1143114311431,13.286,4.019478075571514
183.1863186318632,13.301,4.0214921360112035
183.25832583258327,13.314,4.031799102137893
183.33033303330333,13.327,4.041295708061942
183.4023402340234,13.341,4.044591326697912
183.4743474347435,13.355,4.049564791431296
183.54635463546356,13.368,4.0556844058678925
183.61836183618362,13.389,4.060502308828303
183.6903690369037,13.4,4.063249930782005
183.76237623762376,13.411,4.062275101467169
183.83438343834385,13.424,4.068442453814491
