Time (hours),Mean Surface Concentration,Std Surface Concentration,Mean Surface Concentration (Smooth),Std Surface Concentration (Smooth)
55.302765138256916,1872.61,5.437269535345839,1872.6116576731458,5.436635468404783
55.40277013850693,1872.574,5.445964010163867,1872.5602580072323,5.443754153291672
55.50277513875694,1872.514,5.455071401915833,1872.5088405272481,5.450805003212128
55.60278013900695,1872.469,5.456101080441968,1872.4574175185833,5.457789984071314
55.70278513925697,1872.414,5.46540062575471,1872.4060004188593,5.4647118548976135
55.80279013950698,1872.342,5.480240505671276,1872.3546001158313,5.471574413555236
55.90279513975699,1872.284,5.485193159771104,1872.3032264144001,5.478381709944075
56.002800140007004,1872.223,5.498478971497428,1872.2518879898312,5.485138727607858
56.10280514025702,1872.179,5.5068102382413215,1872.2005922735939,5.4918506994897465
56.202810140507026,1872.13,5.509001724450613,1872.149345768477,5.498523203099278
56.30281514075704,1872.09,5.5163303019307905,1872.0981535417104,5.505161413992913
56.402820141007055,1872.051,5.509119621137285,1872.0470196166311,5.5117707537198575
56.50282514125707,1871.999,5.50717704454833,1871.9959471458196,5.518356319143332
56.60283014150708,1871.954,5.512883456050921,1871.9449381379766,5.5249227721640874
56.70283514175709,1871.902,5.519818475276125,1871.8939941291178,5.531474393155572
56.802840142007106,1871.849,5.52088751923093,1871.8431158928913,5.53801433521813
56.902845142257114,1871.798,5.5412269399475065,1871.7923037220228,5.544545406118855
57.00285014250713,1871.754,5.5470247881184145,1871.7415571323306,5.551069641794932
57.10285514275714,1871.694,5.559888847809819,1871.690874976723,5.557588148093996
57.20286014300716,1871.636,5.576334279793474,1871.640255684952,5.5641012285046125
57.302865143257165,1871.579,5.5797633462361125,1871.589696480124,5.570608900057479
57.40287014350718,1871.523,5.583678984325653,1871.5391943305121,5.577110123165845
57.502875143757194,1871.47,5.584362094277197,1871.488744798334,5.5836041041306785
57.6028801440072,1871.426,5.5868169828624366,1871.4383418502694,5.590089366395381
57.702885144257216,1871.381,5.596770408012114,1871.3879787071023,5.596564918776346
57.80289014450723,1871.327,5.596791134212517,1871.3376472134073,5.603030040364502
57.902895144757245,1871.277,5.608945622842164,1871.2873374279982,5.60948415216622
58.00290014500725,1871.232,5.617666419430708,1871.2370384478056,5.615927503234765
58.10290514525727,1871.186,5.627735246082581,1871.1867381159527,5.622361173776869
58.20291014550728,1871.148,5.630283829435241,1871.1364237376367,5.628786737924719
58.30291514575729,1871.09,5.637366406399345,1871.0860820806552,5.635207266005132
58.402920146007304,1871.047,5.642587261177258,1871.0356999944215,5.64162658355977
58.50292514625732,1870.99,5.650123892446961,1870.9852648289104,5.648049153849048
58.602930146507326,1870.943,5.6630160691984655,1870.9347643798465,5.654480533808909
58.70293514675734,1870.894,5.669106102376287,1870.8841882895847,5.660926913091452
58.802940147007355,1870.836,5.668077628261639,1870.8335280882452,5.66739533370002
58.90294514725737,1870.789,5.674194127803525,1870.7827777072778,5.673892642953948
59.00295014750738,1870.743,5.674235719460402,1870.7319340653548,5.6804261383749495
59.10295514775739,1870.694,5.678059879923773,1870.6809970362294,5.687002554445258
59.202960148007406,1870.64,5.688971787590446,1870.629970120086,5.693628126573794
59.302965148257414,1870.588,5.6910680895592884,1870.5788607054646,5.70030831728445
59.40297014850743,1870.538,5.706361012063669,1870.5276792859584,5.707047399551949
59.50297514875744,1870.486,5.712425404326951,1870.4764394467936,5.713848694927121
59.60298014900746,1870.437,5.713495515006519,1870.4251582593445,5.720713896924724
59.702985149257465,1870.389,5.7132896828359865,1870.3738550505159,5.72764321595627
59.80299014950748,1870.339,5.719097743525661,1870.322551097552,5.734635316224563
59.902995149757494,1870.278,5.7196779629626135,1870.2712688936717,5.741687778884862
60.0030001500075,1870.217,5.740027090528406,1870.2200311599183,5.748796760640438
60.103005150257516,1870.158,5.7496987747185395,1870.1688599329289,5.755957388320406
60.20301015050753,1870.098,5.76926303785844,1870.1177759237082,5.763164244268165
60.303015150757545,1870.047,5.779860811472875,1870.0667979342606,5.770411057312597
60.40302015100755,1869.998,5.783424245202843,1870.015941581536,5.777691509217068
60.50302515125757,1869.949,5.788298454641035,1869.9652191069283,5.7849996534942525
60.60303015150758,1869.888,5.795813661600931,1869.914638630456,5.792329815272073
60.70303515175759,1869.83,5.8111186530650425,1869.864203613516,5.799677165347567
60.803040152007604,1869.785,5.810058089210456,1869.813913258398,5.807037921788585
60.90304515225762,1869.743,5.8100732353388,1869.763762139196,5.814409743798004
61.003050152507626,1869.695,5.8316357053574475,1869.7137407400426,5.82179128431702
61.10305515275764,1869.646,5.832039437452381,1869.6638357228856,5.82918317489489
61.203060153007655,1869.608,5.832695431787957,1869.6140306708703,5.836587264545047
61.30306515325767,1869.558,5.84881492270015,1869.5643063667028,5.8440069632467955
61.40307015350768,1869.525,5.84853614163406,1869.5146422058476,5.851446874365679
61.50307515375769,1869.486,5.857286402422198,1869.4650165338603,5.8589127669091265
61.603080154007706,1869.429,5.850552025236619,1869.4154076964978,5.8664114714256295
61.703085154257714,1869.384,5.869969676241908,1869.3657946147105,5.873950374045082
61.80309015450773,1869.349,5.879217549980613,1869.3161579409998,5.881537120580448
61.90309515475774,1869.291,5.885432779328985,1869.2664803395373,5.88917949965055
62.00310015500776,1869.229,5.8939425684341415,1869.216746461147,5.896884677644609
62.103105155257765,1869.162,5.9104784916282265,1869.166943963464,5.904659628598647
62.20311015550778,1869.108,5.911542607475644,1869.1170636375691,5.912510096559761
62.303115155757794,1869.048,5.927705795668328,1869.0670990529654,5.920440672725049
62.4031201560078,1869.013,5.935051052855407,1869.017047257644,5.928454331303453
62.503125156257816,1868.978,5.931738025233384,1868.9669078134937,5.936552260234387
62.60313015650783,1868.926,5.931485817229936,1868.916683084956,5.94473404829375
62.703135156757845,1868.881,5.927296095185384,1868.8663778549699,5.952997482891577
62.80314015700785,1868.83,5.931534371475933,1868.8159986787628,5.961338649744171
62.90314515725787,1868.779,5.932972189383678,1868.765553958693,5.969752098339461
63.00315015750788,1868.726,5.9601110727904905,1868.715053132617,5.978231106479503
63.10315515775789,1868.669,5.979752419624082,1868.664506619056,5.986767922465836
63.203160158007904,1868.604,5.997097964849331,1868.613925459802,5.995354356690262
63.30316515825792,1868.561,6.014339448351747,1868.5633206967814,6.0039819189662
63.403170158507926,1868.516,6.0234329082343185,1868.5127030664596,6.012642555522527
63.50317515875794,1868.458,6.045513708527982,1868.4620829690205,6.021328566060455
63.603180159007955,1868.398,6.05785407549572,1868.411470146128,6.030033126915437
63.70318515925797,1868.353,6.055277945726339,1868.3608732363175,6.038750779060733
63.80319015950798,1868.302,6.050024462760469,1868.3103000134147,6.0474772732713795
63.90319515975799,1868.25,6.063126256313652,1868.2597571921474,6.056209138423126
64.003200160008,1868.213,6.063137059311805,1868.209250497735,6.064944346965922
64.10320516025801,1868.155,6.070994564319749,1868.1587844368073,6.073681702495171
64.20321016050804,1868.101,6.090549975166422,1868.1083628223448,6.082420801219437
64.30321516075804,1868.053,6.08885793889132,1868.057988526188,6.091161324359425
64.40322016100805,1868.003,6.0905657372694115,1868.0076636068425,6.099903065225901
64.50322516125807,1867.961,6.094873173413858,1867.9573899207546,6.108645328727203
64.60323016150808,1867.912,6.1010045074561114,1867.9071692007642,6.117386600739177
64.70323516175809,1867.856,6.112058900239766,1867.8570026653379,6.12612439212996
64.80324016200811,1867.805,6.119883577324009,1867.80689201828,6.134855153748558
64.90324516225812,1867.751,6.135389066717769,1867.7568390058718,6.143574310875675
65.00325016250812,1867.706,6.143741856556168,1867.7068457828343,6.152276307302209
