Time (hours),Mean surface MP concentration,Standard deviation
53.069306930693074,75958.4,9.446692542895635
53.14131413141314,75958.4,9.446692542895635
53.21332133213321,75958.4,9.446692542895635
53.285328532853285,75958.4,9.446692542895635
53.35733573357336,75957.9,9.533624704172071
53.42934293429343,75957.9,9.533624704172071
53.5013501350135,75957.9,9.533624704172071
53.573357335733576,75957.9,9.533624704172071
53.64536453645365,75957.9,9.533624704172071
53.71737173717372,75957.6,9.25418824100742
53.789378937893794,75957.6,9.25418824100742
53.86138613861386,75957.6,9.25418824100742
53.93339333933393,75957.6,9.25418824100742
54.005400540054005,75957.6,9.25418824100742
54.07740774077408,75957.6,9.25418824100742
54.14941494149415,75957.6,9.25418824100742
54.22142214221422,75957.6,9.25418824100742
54.293429342934296,75957.6,9.25418824100742
54.36543654365437,75957.3,9.338629449764028
54.43744374437444,75957.3,9.338629449764028
54.509450945094514,75957.3,9.338629449764028
54.58145814581458,75957.3,9.338629449764028
54.65346534653465,75957.3,9.338629449764028
54.725472547254725,75957.3,9.338629449764028
54.7974797479748,75957.3,9.338629449764028
54.86948694869487,75957.3,9.338629449764028
54.94149414941494,75957.3,9.338629449764028
55.013501350135016,75957.3,9.338629449764028
55.08550855085509,75957.0,9.518403227432634
55.15751575157516,75957.0,9.518403227432634
55.229522952295234,75957.0,9.518403227432634
55.30153015301531,75957.0,9.518403227432634
55.37353735373537,75957.0,9.518403227432634
55.445544554455445,75957.0,9.518403227432634
55.51755175517552,75957.0,9.518403227432634
55.58955895589559,75957.0,9.518403227432634
55.66156615661566,75957.0,9.518403227432634
55.733573357335736,75957.0,9.518403227432634
55.80558055805581,75956.9,9.61717214153932
55.87758775877588,75956.9,9.61717214153932
55.949594959495954,75956.9,9.61717214153932
56.02160216021603,75956.9,9.61717214153932
56.09360936093609,75956.9,9.61717214153932
56.165616561656165,75956.9,9.61717214153932
56.23762376237624,75956.9,9.61717214153932
56.30963096309631,75956.9,9.61717214153932
56.38163816381638,75956.9,9.61717214153932
56.453645364536456,75956.9,9.61717214153932
56.52565256525653,75956.9,9.61717214153932
56.5976597659766,75956.9,9.61717214153932
56.669666966696674,75956.9,9.61717214153932
56.74167416741675,75956.9,9.61717214153932
56.81368136813681,75956.8,9.775479527879948
56.885688568856885,75956.8,9.775479527879948
56.95769576957696,75956.8,9.775479527879948
57.02970297029703,75956.8,9.775479527879948
57.1017101710171,75956.8,9.775479527879948
57.173717371737176,75956.8,9.775479527879948
57.24572457245725,75956.8,9.775479527879948
57.31773177317732,75956.8,9.775479527879948
57.389738973897394,75954.2,10.380751417888783
57.46174617461747,75954.2,10.380751417888783
57.53375337533753,75954.2,10.380751417888783
57.605760576057605,75954.2,10.380751417888783
57.67776777677768,75954.2,10.380751417888783
57.74977497749775,75954.2,10.380751417888783
57.82178217821782,75954.2,10.380751417888783
57.893789378937896,75954.2,10.380751417888783
57.96579657965797,75953.5,10.911003620199198
58.03780378037804,75953.5,10.911003620199198
58.109810981098114,75952.5,10.929318368498558
58.18181818181819,75952.5,10.929318368498558
