CruiseTow,CruiseName,Event,GridLine,GridStation,NorthSouthFar,Offshore,VolumeFilteredM3,DensES7,DensES8,DensES9,DensES10,DensES11,DensES12,DensES13,DensES14,DensES15,DensES16,DensES17,DensES18,DensES19,DensES20,DensES21,DensES22,DensES23,DensES24,DensES25,DensES26,DensES27,DensES28,DensES29,DensES30,DensES31,DensES32,DensES33,DensES34,DensES35,DensES36,DensES37,DensES38,DensES39,DensES40,DensES41,DensES42,DensES43,DensES44,DensES45,DensES46,DensES47,DensES48,DensES49,DensES50,DensES51,DensES52,DensES53,DensES54,DensES55,DensES56,DensES57,DensES58,DensES59,DensES60,DensES61,DensES62,DensES63,DensES64,DensES65
10006,PD93-01,18,600,40,North,Coast,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2497,4.2497,4.2497,4.2497,4.2497,8.4994,76.4946,93.4934,84.994,50.9964,25.4982,25.4982,12.7491,12.7491,4.2497,0,8.4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,PD93-01,27,600,60,North,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4908,0,0,9.963,17.4353,27.3983,27.3983,27.3983,34.8706,19.9261,19.9261,12.4538,9.963,7.4723,0,12.4538,9.963,0,2.4908,2.4908,2.4908,0,0,2.4908,0,0,0,0,0,0,0,0,0,0,0,0
10012,PD93-01,33,600,80,North,Shelf,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2595,0,0.2595,0,0,0.2595,0.2595,0.5191,0,0,0,0,0,0,0,0.2595,0,0,0,0.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10015,PD93-01,43,600,100,North,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418,0.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10018,PD93-01,50,600,120,North,Shelf,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10021,PD93-01,59,600,140,North,Shelf,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2006,0,0,0,0,0,0.4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10024,PD93-01,66,600,160,North,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801,0,0,0.2801,0.2801,0.8403,0,0.8403,1.1204,1.9608,1.9608,3.6415,1.9608,3.3613,1.6807,1.9608,0.8403,0.5602,0.5602,1.1204,0.5602,0.2801,0,0.2801,0,0,0,0,0,0,0,0,0,0
10027,PD93-01,74,600,180,North,Slope,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9671,0.7253,1.4507,0.4836,0.4836,0.7253,0,1.2089,0.7253,0.2418,0.4836,0.2418,0.2418,0.2418,0,0,0,0.4836,0,0,0,0,0,0
10041,PD93-01,128,500,180,North,Shelf,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2284,0,0.2284,0.4568,0.2284,0.9136,1.8273,1.5989,3.1977,1.8273,2.5125,1.8273,2.7409,3.4262,0.9136,0.9136,0.6852,0.6852,0.2284,0,0,0,0,0,0,0,0,0
10046,PD93-01,140,500,140,North,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9013,3.8025,5.07,5.7038,4.4363,7.605,9.5063,4.4363,1.2675,3.8025,1.2675,1.2675,0,0,0.6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,PD93-01,149,500,120,North,Shelf,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10052,PD93-01,158,500,100,North,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801,0,0,0,0,0,0,0,0.2801,0.8403,1.1204,2.521,1.4006,2.521,2.8011,1.4006,1.9608,0.2801,0.5602,0.8403,0,0.8403,0.5602,0,0.2801,0,0,0,0,0,0,0,0,0,0
10055,PD93-01,166,500,80,North,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418,0,0,0,0,0,0,0,0,0.2418,0,0,0,0,0,0,0,0,0,0,0
10058,PD93-01,172,500,60,North,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9071,3.938,11.8141,13.7832,25.5973,39.3805,41.3495,19.6902,5.9071,17.7212,3.938,5.9071,5.9071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10131,PD93-01,677,400,60,North,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418,0,0.2418,0.2418,0,0,0.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10141,PD93-01,706,400,80,North,Shelf,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3999,0.6999,2.0998,3.4997,12.5989,11.199,13.2988,10.4991,6.2995,2.0998,4.8996,1.3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10146,PD93-01,718,400,100,North,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0261,198.0174,891.0783,1485.1306,1386.1219,495.0435,1584.1393,1089.0957,792.0696,990.087,297.0261,99.0087,198.0174,0,0,0,0,0,99.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10153,PD93-01,742,400,160,North,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2418,0.4836,0.4836,0.2418,0.7253,1.2089,0.2418,1.2089,0.4836,0.4836,0.7253,0.2418,0.2418,0.7253,1.6925,0.7253,1.9342,1.2089,0.9671,0.7253,1.2089,0,0,0,0,0,0,0,0,0,0,0,0
10166,PD93-01,774,400,180,North,Slope,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2595,0.2595,0.7786,1.5572,0.7786,2.3358,0.7786,1.0382,0.2595,2.0763,1.2977,0.7786,0.7786,0.2595,0.2595,0,0.2595,0,0.2595,0.2595,0.7786,0.5191,0.2595,0,0,0,0,0,0,0,0,0,0,0
10170,PD93-01,784,400,200,North,Slope,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7786,0.7786,0.5191,0.5191,0,0,0,0.6229,0.571,0.2595,0.3114,0.2595,0.8305,0.571,0.8824,0.8305,0.3114,1.142,0.3114,0.3114,0.8305,0,0,0,0,0,0,0,0,0,0,0,0
10171,PD93-01,790,300,200,South,Slope,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7277,0,5.7277,0,11.4553,5.7277,17.183,5.7277,22.9107,5.7277,17.183,17.183,40.0936,51.549,57.2766,34.366,45.8213,28.6383,11.4553,0,0,0,0,0,0,0,0,0,0,0
10175,PD93-01,803,300,180,South,Slope,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3165,0.3165,0.9496,1.2661,1.2661,0.9496,1.2661,2.5322,0.9496,2.5322,4.1148,1.8992,0.9496,1.8992,3.4818,2.2157,3.1653,0.3165,0.6331,0,0.6331,0,0,0,0,0,0,0,0,0,0,0
10178,PD93-01,812,300,160,South,Shelf,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,7.992,2.997,5.994,9.99,4.995,5.994,8.991,6.993,1.998,7.992,7.992,4.995,5.994,4.995,1.998,0.999,1.998,0.999,0,0,0.999,0,0,0,0,0,0,0,0,0
10182,PD93-01,822,300,140,South,Shelf,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2595,0,0.2595,0.5191,0.2595,0.7786,0.2595,0.5191,0.7786,0.7786,1.8168,1.2977,1.0382,0.5191,0.7786,1.2977,0.2595,0.7786,0.2595,0.7786,1.5572,0.7786,0.2595,0.2595,0,0.2595,0,0,0,0,0,0,0,0,0
10188,PD93-01,838,300,100,South,Shelf,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1057,28.3698,20.2641,16.2113,16.2113,36.4755,36.4755,52.6868,40.5283,40.5283,44.5811,20.2641,20.2641,12.1585,4.0528,4.0528,4.0528,0,0,0,0,0,0,0,0,0,0,0,0,0
10193,PD93-01,853,300,60,South,Shelf,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7468,206.9873,232.8607,232.8607,439.8479,413.9745,181.1139,232.8607,284.6075,51.7468,103.4936,51.7468,51.7468,25.8734,0,25.8734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10197,PD93-01,863,300,40,South,Coast,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6086,0,0.6086,0.6086,0,1.8259,3.0432,0,0,0.6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10200,PD93-01,870,200,200,South,Slope,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3043,0.3043,0.3043,0.3043,0.3043,0.6086,0.3043,0.3043,0,0,0,0,0,0,0,0,0,0
10202,PD93-01,880,200,160,South,Slope,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3652,0,0,0,0,1.4607,1.8259,1.4607,1.0956,2.5563,2.1911,2.9215,4.3822,6.2082,4.7474,4.3822,1.0956,1.0956,0.3652,0,0,0.3652,0,0,0,0,0,0,0
10205,PD93-01,900,200,40,South,Coast,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3659,58.9274,44.1955,132.5866,110.4888,162.0502,51.5614,73.6592,36.8296,36.8296,7.3659,0,14.7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20003,PD94-01,12,500,60,North,Shelf,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20006,PD94-01,27,500,80,North,Shelf,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0.3,0.3,0.3,1.21,0.3,0,0.3,0,0,0.3,0.6,0.3,3.02,4.23,4.54,1.51,2.72,3.32,1.21,1.81,1.21,1.81,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20009,PD94-01,34,500,100,North,Shelf,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20012,PD94-01,46,500,120,North,Shelf,5706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.18,0.18,0.35,0.18,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20013,PD94-01,52,500,140,North,Shelf,4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0
20016,PD94-01,63,500,160,North,Shelf,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0.28,0.57,0.57,0.28,0.28,0,0,0,0,0.28,0,0,0.28,0,0,0.56,0,0.56,2.28,3.13,5.4,4.55,3.7,1.71,1.42,1.71,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20017,PD94-01,70,500,180,North,Shelf,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.35,0,0.18,0.35,0.35,0.18,0.18,0.7,0,0.18,0.18,0,0,0,0,0,0,0.36,0,1.06,1.58,2.46,2.81,4.92,2.82,1.93,2.46,2.64,0.71,0.18,0.36,0.71,0,0.18,0.18,0,0,0,0,0,0,0,0,0
20019,PD94-01,77,500,200,North,Slope,5249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.26,0,0,0,0,0,0,0.26,0,0.26,0,0,0,2.62,2.1,2.63,1.84,3.41,2.63,3.16,2.89,2.36,1.05,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
20020,PD94-01,81,600,200,North,Slope,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
20023,PD94-01,94,600,180,North,Slope,4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0,1.33,1.33,0.89,1.11,0.89,0.22,0.66,0.22,0,0.22,0,0.22,0,0,0,0,0,0,0,0
20024,PD94-01,101,600,160,North,Shelf,4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.66,0.44,0.66,2.43,2.21,3.53,3.53,1.77,0.88,0.22,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0
20028,PD94-01,117,600,120,North,Shelf,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.34,0.33,0.33,0.34,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0
20032,PD94-01,128,600,100,North,Shelf,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.16,0,0.16,0.47,0.79,0.94,1.1,1.41,0.78,0.63,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
20034,PD94-01,137,600,80,North,Shelf,5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.68,0,0,0.68,0.68,0,1.36,1.36,3.39,6.1,5.42,6.1,11.52,7.45,5.42,7.46,6.77,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20038,PD94-01,151,600,40,North,Coast,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,1.93,1.93,0,1.93,11.59,21.25,15.45,11.59,27.05,28.98,27.04,17.39,13.52,7.73,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20041,PD94-01,164,600,60,North,Shelf,4402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,1.33,1.33,0,1.33,1.33,0,0,0,1.33,1.33,5.33,4,2.66,9.33,6.66,10.67,6.67,22.67,12,24,8,6.67,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20048,PD94-01,201,610,70,North,Shelf,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.43,0.43,2.16,1.73,3.03,1.95,5.18,2.16,1.94,1.08,0.22,0.22,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0
20050,PD94-01,213,600,60,North,Shelf,5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,1.2,4.82,0,1.2,1.2,1.2,0,1.2,0,3.61,2.41,7.22,1.2,6.02,12.04,15.66,12.05,7.23,12.05,3.61,3.61,8.43,3.61,6.02,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
20053,PD94-01,232,595,30,North,Coast,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,10.84,5.42,16.26,8.13,5.42,8.13,5.42,0,0,0,5.42,1.35,9.48,13.55,10.84,12.19,4.06,10.84,2.71,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20054,PD94-01,239,590,50,North,Shelf,7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,1.07,2.15,1.07,1.61,0.54,0,0.54,0,0,0,0.54,0.54,2.15,2.15,5.37,4.3,3.76,4.3,5.37,6.99,4.84,2.68,1.07,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20056,PD94-01,252,590,70,North,Shelf,5592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0.18,0,0,0,0,0.36,0.36,1.61,0.9,1.43,1.79,0.9,0.89,0.36,0,0.36,0.18,0,0,0,0,0,0,0,0,0,0,0,0
20058,PD94-01,264,580,40,North,Coast,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0,0.35,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0.35,0.35,0.87,0.17,0.87,1.05,0.52,1.39,0.34,0.17,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20059,PD94-01,273,570,30,North,Coast,4900,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,2.34,2.34,4.69,3.9,6.25,6.25,2.34,3.12,3.12,2.34,0,0,0,0,0.78,3.9,3.12,5.47,1.56,3.12,6.25,5.46,4.69,2.34,2.34,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20061,PD94-01,308,620,15,North,Coast,4791,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0.42,0.21,0.42,0,0.42,0.21,0.21,0.21,0,0,0.21,0.21,0,0,0,0,0,0,0.21,0,0,0.42,0.21,0.21,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20067,PD94-01,341,585,10,North,Coast,4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.45,0,0.89,0.45,1.34,0.89,0.89,0.67,0.67,0.22,0.22,0,0,0,0.44,0.45,0.45,1.56,0.89,1.56,1.11,1.34,1.11,0.89,0.67,0.22,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20068,PD94-01,350,575,10,North,Coast,4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.46,0,0.73,1.46,0.73,1.46,0.73,0.73,1.46,0,0.73,0,0,0.73,0,0.73,1.46,6.57,3.65,9.49,8.03,6.57,8.03,5.11,3.65,2.19,2.92,1.46,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20073,PD94-01,376,510,0,North,Coast,5394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.22,0.44,0.22,0,0.22,0.44,0,0,0,0.22,0,0,0,0,0,0,0.66,1.77,1.11,4.2,3.98,2.65,2.66,1.99,0.44,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20076,PD94-01,390,440,15,North,Coast,7097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,1.52,7.62,5.08,6.1,5.59,4.57,2.03,2.54,2.03,0.51,0.51,0,0,0,1.02,1.02,0.51,1.02,1.53,1.52,1.52,1.02,0.51,0,0.51,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081,PD94-01,407,380,20,North,Coast,6139,0,0,0,0,0,0,0,0,0,0,0.16,0.98,1.63,1.47,1.79,1.3,0.81,1.14,0.49,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0,0.33,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20088,PD94-01,432,400,60,North,Shelf,5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.18,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20090,PD94-01,441,400,80,North,Shelf,6633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.81,1.81,2.71,0.9,2.71,0,0,0,0,0,0.9,0,0,4.52,0,9.95,15.38,13.57,10.85,11.76,7.24,2.71,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20093,PD94-01,449,400,100,North,Shelf,6789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.29,0.15,0.29,0.29,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20094,PD94-01,456,400,120,North,Shelf,5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,2.02,3.04,1.01,2.02,1.01,1.01,0.51,0,0,0,0,0,0.51,0,0.51,2.02,3.54,6.08,6.58,5.06,4.55,5.06,2.53,2.03,0,0.51,0,0,0.51,0,0,0,0,0,0,0,0,0,0
20097,PD94-01,469,400,140,North,Shelf,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0.76,5.33,6.09,9.89,12.93,14.46,1.52,0,0.76,0.76,0,0,0,0,0,3.04,3.04,5.32,3.04,1.52,3.04,2.28,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20098,PD94-01,474,400,160,North,Shelf,4878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,1.23,1.85,4.92,2.87,2.26,2.88,1.03,1.64,1.03,0.21,0,0,0,0,0,0,0,0,0,0,0
20101,PD94-01,486,400,180,North,Slope,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.18,0.18,0.74,0.92,0.92,0.36,0.18,0.92,0.55,0.18,0,0,0,0,0,0,0,0,0,0
20103,PD94-01,497,400,200,North,Slope,5803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.17,0.51,1.03,1.55,1.55,0.69,0.51,0.34,0.17,0,0,0,0,0,0,0,0,0,0,0,0
20105,PD94-01,502,300,200,South,Slope,6314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0.63,0.79,0.47,1.27,0.79,1.58,0.16,0.63,0.32,0.16,0.16,0,0,0,0,0,0,0,0,0,0
20107,PD94-01,511,300,180,South,Slope,6933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.91,1.36,0.91,0.91,0.45,0.45,0,0,0,0,0.45,0,0,1.36,1.36,0.45,1.82,4.09,5,5.45,6.36,6.81,1.81,2.27,0.45,0.9,0.91,0,0,0,0,0,0,0,0,0,0,0
20109,PD94-01,522,300,160,South,Shelf,6185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.16,0.65,0.65,0.81,0.65,0.48,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0
20111,PD94-01,527,300,140,South,Shelf,6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.16,0.16,0.16,0.49,0.82,1.15,1.64,1.48,1.32,0.82,0.65,0.32,0,0.16,0,0.16,0,0,0,0,0,0
20113,PD94-01,537,300,120,South,Shelf,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0.51,0.52,1.03,1.9,0.34,1.03,1.72,0.69,0.68,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0
20115,PD94-01,547,300,100,South,Shelf,5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.17,0.69,0,1.38,0.69,0.69,0.34,0.86,1.03,0.52,0,0,0,0,0,0,0,0,0,0,0,0
20117,PD94-01,553,300,80,South,Shelf,7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20118,PD94-01,564,300,60,South,Shelf,7461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.26,0.8,0.67,1.07,0.54,0.53,0.81,0.27,0.4,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0
30006,PD95-01,145,500,60,North,Shelf,10570.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0.103,0,0.103,0.206,0.103,0.103,0,0.103,0.103,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30009,PD95-01,158,500,80,North,Shelf,10825.2,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0.7,1.4,2.1,0.7,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0.583,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30013,PD95-01,170,500,100,North,Shelf,11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.344,3.344,2.508,5.853,2.508,2.508,2.508,0,0,0,0.836,2.508,3.344,10.033,5.017,2.508,6.689,5.016,5.853,5.852,5.016,5.016,3.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
