CruiseTow,CruiseName,Event,GridLine,GridStation,NorthSouthFar,Offshore,VolumeFilteredM3,DensES7,DensES8,DensES9,DensES10,DensES11,DensES12,DensES13,DensES14,DensES15,DensES16,DensES17,DensES18,DensES19,DensES20,DensES21,DensES22,DensES23,DensES24,DensES25,DensES26,DensES27,DensES28,DensES29,DensES30,DensES31,DensES32,DensES33,DensES34,DensES35,DensES36,DensES37,DensES38,DensES39,DensES40,DensES41,DensES42,DensES43,DensES44,DensES45,DensES46,DensES47,DensES48,DensES49,DensES50,DensES51,DensES52,DensES53,DensES54,DensES55,DensES56,DensES57,DensES58,DensES59,DensES60,DensES61,DensES62,DensES63,DensES64,DensES65
120092,LMG04-01,549,200,0,South,Coast,9862,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120094,LMG04-01,559,200,40,South,Coast,10862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.43,0,0.43,0,0.86,0.43,0.86,0,0,0.43,0,0.43,0.86,2.57,3,5.57,3,2.99,5.57,4.28,3.42,3.42,2.99,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120096,LMG04-01,563,200,20,South,Coast,12228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120098,LMG04-01,573,200,60,South,Shelf,8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.28,0.55,0,0.28,0,0.14,0,0,0,0,0,0.27,0.13,0.27,0.27,1.07,1.07,1.48,1.08,1.62,1.62,0.13,0.53,0.13,0.67,0.26,0.27,0.54,0.26,0.13,0.13,0.27,0,0,0,0,0,0,0,0,0
120100,LMG04-01,585,200,80,South,Shelf,19222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.16,0.32,0.48,1.28,1.28,0.8,0.8,0.48,0.48,0,0,0,0,0.2,0.41,0.41,0.41,0.41,0.2,0.59,1.5,1.95,1.27,0.38,1.3,0.59,0.98,1.14,0.48,0.48,0.66,0.57,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0
120104,LMG04-01,605,200,120,South,Shelf,11167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,1.54,0.51,1.03,0.51,0.51,0,0.51,1.54,0.51,0.51,1.03,0.51,1.54,1.54,2.06,4.63,3.6,5.15,3.08,3.08,4.63,4.12,2.57,2.05,1.03,1.03,2.57,0.51,0,0,0,0,0,0,0,0,0,0,0
120106,LMG04-01,616,200,140,South,Shelf,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0.36,0.36,2.13,1.78,3.55,1.78,1.07,0.71,0,0.4,0,0,0,0.4,0,0.4,0.81,2.42,2.42,1.21,2.02,2.02,2.83,3.64,2.02,2.02,1.62,1.21,0.4,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0
120108,LMG04-01,627,200,160,South,Slope,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120110,LMG04-01,632,200,180,South,Slope,14394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.34,1.36,2.55,3.91,3.4,2.21,1.53,0.34,0.34,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120112,LMG04-01,648,200,200,South,Slope,12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0,0.24,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0,0.24,0,0.4,0.32,0.64,0.24,0.32,0.4,0,0.08,0.16,0.16,0.08,0,0,0,0,0,0,0,0,0
120114,LMG04-01,652,300,60,South,Shelf,11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120116,LMG04-01,667,300,40,South,Coast,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0,0.07,0.22,0.14,0.3,0.52,0.89,1.12,1.11,0.37,0.07,0.59,0.52,0.52,0.3,0.22,0.37,0.14,0.15,0.07,0.14,0.15,0,0,0,0,0,0,0,0,0,0,0
120118,LMG04-01,674,380,10,North,Coast,9081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.11,0,0,0.11,0.11,0.22,0.22,0.78,0.33,1.44,0.55,1.44,0.44,0.89,1,0.55,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120120,LMG04-01,681,440,15,North,Coast,10948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0,0.27,0.36,0.46,0.55,0.09,0.18,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130003,LMG05-01,21,500,60,North,Shelf,7141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0.14,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130005,LMG05-01,29,500,80,North,Shelf,9808,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.99,0.49,1.48,1.97,1.23,2.46,1.48,1.48,0.74,0,0.49,0,0.25,0.25,0.99,0.5,0.74,0.99,1.48,2.46,0.49,1.48,0.99,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130007,LMG05-01,41,500,100,North,Shelf,10369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0.39,0,0.39,0.39,0,0,0.39,0,0,0,0.39,1.17,0.78,2.36,3.53,7.06,7.06,10.59,19.22,16.08,15.3,9.42,7.45,2.74,6.27,3.14,3.53,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0
130009,LMG05-01,50,500,120,North,Shelf,8325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.24,0.48,0.72,0.36,0.48,0.12,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130011,LMG05-01,60,500,140,North,Shelf,6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130013,LMG05-01,67,500,160,North,Shelf,5728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1259,0.5681,0,0.5681,0,0,0,0,0,0,0,0.5681,0.5681,1.1259,3.3882,1.6941,2.2519,3.3778,1.1259,3.946,5.64,6.766,5.64,5.64,3.3778,3.946,1.1259,1.1259,2.2519,0.5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130016,LMG05-01,82,500,180,North,Shelf,14962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0.2,0.07,0,0.07,0.46,0.27,0.27,0.47,0.2,0.27,0.07,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
130018,LMG05-01,98,500,220,North,Slope,6329,0,0,0,0,0,0,0,0.16,0,0.16,0,0.16,0.79,0.95,1.26,1.42,0.79,0.16,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130019,LMG05-01,100,500,200,North,Slope,11378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130021,LMG05-01,109,600,260,North,Slope,21041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,1.23,1.54,0.85,1.08,0.54,0.77,0.93,0.31,0.08,0.08,0,0,0,0,0,0,0,0,0,0
130022,LMG05-01,123,600,240,North,Slope,11748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0.98,0.49,2.47,2.46,2.46,2.47,10.36,9.87,5.43,4.44,5.43,2.46,0,0,0,0,0,0,0,0,0,0,0,0
130024,LMG05-01,139,600,200,North,Slope,5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0.51,0.51,1.02,1.02,1.87,1.19,2.55,3.4,1.36,1.7,2.04,0.34,0.68,0.51,0.17,0,0,0,0,0,0,0,0,0,0,0
130026,LMG05-01,149,600,180,North,Slope,8823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11,0.57,0,0.23,0.34,0.11,0.11,0.23,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0
130028,LMG05-01,156,600,160,North,Shelf,4004,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,0.54,1.37,0.82,0.54,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130030,LMG05-01,168,600,140,North,Shelf,12434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.64,0.16,0.64,1.12,1.28,2.23,2.39,0.96,2.39,0.8,1.12,0.96,0.96,0,0.16,0,0,0,0,0,0,0,0,0,0,0
130033,LMG05-01,189,600,60,North,Shelf,10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,0.73,0.73,0.73,0.49,0,0.49,0.24,0,0,0.24,0,0.49,0,0.73,0.48,0.73,1.47,0.98,2.44,1.96,2.2,2.93,1.71,1.96,1.47,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130036,LMG05-01,209,600,80,North,Shelf,8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0.12,0,0,0,0.12,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130038,LMG05-01,216,600,100,North,Shelf,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.27,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130040,LMG05-01,232,600,40,North,Coast,13593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.11,0,0,0.11,0,0,0,0,0,0.21,0.63,0.43,0.64,0.74,1.58,1.58,1.27,1.37,0.95,0.64,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130042,LMG05-01,236,610,35,North,Coast,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,1.02,0,1.69,0.34,2.03,2.03,0.34,1.69,1.02,0.34,0.34,0,0,0.34,0,0.68,0.34,0.34,0.34,1.7,3.39,3.39,2.04,1.02,2.03,2.71,2.04,1.02,0,0.34,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0
130043,LMG05-01,312,600,120,North,Shelf,9324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.49,0.99,0.49,0,0,0,0,0,0,0,0,0.49,0.49,1.48,0.98,2.96,2.96,3.95,3.95,8.9,3.95,6.43,3.46,2.97,1.48,1.97,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0
130045,LMG05-01,326,400,80,North,Shelf,6891,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,0.58,0.29,0.58,0.29,0.87,0.15,0,0,0,0,0,0,0.15,0.15,0.29,0,0.44,0.3,0.73,0.87,1.16,1.6,2.18,2.03,2.9,2.9,1.31,1.31,0.44,0.59,0,0.15,0,0,0,0,0,0,0,0,0,0,0
130047,LMG05-01,330,400,60,North,Shelf,7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.4,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130049,LMG05-01,340,400,100,North,Shelf,9784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0.22,0.42,0.42,0.22,0.32,0.42,0.53,0.21,0.11,0.11,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130051,LMG05-01,350,400,120,North,Shelf,11328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0,0.46,0,0,0,0,0,0.91,0.46,0.46,2.29,2.74,2.74,2.28,3.2,5.03,8.24,6.86,6.4,4.57,1.37,0.46,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0
130053,LMG05-01,361,400,140,North,Shelf,8444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,1.21,2.42,2.83,2.83,7.69,5.26,4.86,7.68,2.02,2.02,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
130059,LMG05-01,391,400,200,North,Slope,7922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.49,0,0.74,0.98,0.25,0.5,0.5,0.25,0.99,2.23,3.95,4.45,4.69,1.98,2.72,0.74,0.25,0,0,0,0,0,0,0,0,0,0,0,0
130065,LMG05-01,420,300,160,South,Shelf,7282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0.14,0.14,0,0.14,0.69,0.28,0.28,1.11,2.07,2.21,4.15,4.28,2.48,3.46,0.97,1.1,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0
130067,LMG05-01,430,300,140,South,Shelf,13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.08,0.23,0.31,0.91,1.13,0.9,0.83,0.6,0.3,0.3,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0
130069,LMG05-01,435,300,120,South,Shelf,8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.12,0,0,0,0.25,0,0.12,0,0.12,0,0.12,0.62,0.62,0.62,0.37,1.12,1.11,1.61,1.24,2.48,1.12,0.37,0.12,0.49,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
130071,LMG05-01,446,300,100,South,Shelf,11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0.08,0.08,0,0.08,0.42,0.25,0.67,0.76,1.01,0.58,0.75,0.68,0.16,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130073,LMG05-01,457,300,80,South,Shelf,17679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.08,0.08,0,0.15,0.08,0,0,0,0,0.08,0,0,0,0.08,0.15,0.08,0.38,0.38,0.53,0.46,0.83,0.46,0.6,0.98,0.98,0.38,0.53,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130075,LMG05-01,467,300,60,South,Shelf,8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.78,0,0.78,0.78,1.56,1.17,1.95,0.39,0,0.78,0,0.39,2.74,1.95,2.34,5.08,9.38,9.39,8.99,8.6,5.47,5.47,2.73,4.3,1.95,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130077,LMG05-01,475,200,-20,South,Coast,11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.09,0.09,0,0.09,0,0,0,0,0,0.09,0.09,0.09,0,0,0.09,0.27,0.18,0.09,0.09,0.09,0.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130079,LMG05-01,482,200,-40,South,Coast,10797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130081,LMG05-01,491,200,-80,South,Coast,9809,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130083,LMG05-01,498,200,-60,South,Coast,13654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130085,LMG05-01,503,200,40,South,Coast,13084,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.08,0.08,0.23,0.54,1.54,1.16,1.93,1.54,1.16,0.31,0.39,0.31,0,0.15,0.15,0.23,0.15,0.39,0.54,1.08,0.62,0.39,0.39,0.47,0.3,0.38,0.31,0.23,0.16,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130087,LMG05-01,512,200,20,South,Coast,10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,2.33,2.33,5.44,3.89,3.11,2.33,0.78,0,0.78,0.78,0,0.78,2.33,1.56,2.33,0.78,2.34,4.67,3.89,8.55,6.22,3.89,2.34,5.45,1.56,3.89,1.56,0.78,3.12,0.78,0,0,0,0,0,0,0,0,0,0,0,0
130089,LMG05-01,519,200,0,South,Coast,10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0,0.24,0,0.24,0.24,0.72,0,0.24,0.24,0.24,0,0.72,0.48,2.39,0.72,2.63,2.15,1.91,3.1,2.63,1.67,1.92,0.96,1.67,0.48,0.24,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0
130092,LMG05-01,533,200,60,South,Shelf,10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.19,0,0.1,0,0,0,0,0,0,0,0,0.1,0.29,0.29,0.19,0.1,0.49,0.48,0.38,0.77,0.1,0.48,0.68,0.39,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130094,LMG05-01,538,200,80,South,Shelf,10318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.31,0.2,0.1,0.31,0.62,0.41,0.1,0.82,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130096,LMG05-01,549,200,100,South,Shelf,9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.63,0.42,0.85,0.42,1.06,1.27,1.59,1.38,0.95,0.84,0.11,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0
130098,LMG05-01,560,200,120,South,Shelf,11358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.14,0,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0.56,0.42,1.11,0.7,0.7,1.11,1.12,1.25,0.84,2.23,1.11,0.84,0.7,0.28,0.14,0,0,0,0,0,0,0,0,0,0,0,0
130100,LMG05-01,570,200,140,South,Shelf,14779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,1.42,0.85,1.42,0.71,0.99,0.42,1.71,1.56,0.99,1.13,0.71,1.13,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0
130102,LMG05-01,578,200,160,South,Slope,17527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0.14,0.07,0,0.13,0,0,0,0,0,0,0,0,0
130104,LMG05-01,590,200,180,South,Slope,6797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0.43,1.51,0.86,0.22,0.86,0.65,0.43,0.22,0,0,0,0,0,0,0,0,0,0,0
130106,LMG05-01,600,200,200,South,Slope,6030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.17,0.5,0.17,0.83,0.99,0.5,0.17,0.33,0,0.17,0,0,0,0,0,0,0,0,0
130108,LMG05-01,608,300,40,South,Coast,9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.47,0.94,0.47,0,0,0.24,0,0,0,0.47,0.47,0.95,1.65,2.36,2.12,3.06,1.65,2.36,3.3,1.42,1.18,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130111,LMG05-01,617,400,40,North,Coast,9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.24,0,0.24,0.49,0.49,0,0.24,0.24,0,0,0,0,0.49,0.48,1.22,0.49,1.46,1.21,3.4,2.67,2.18,3.4,2.19,1.94,0.24,0.24,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130113,LMG05-01,621,550,5,North,Coast,8567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,4.64,9.27,4.64,4.64,4.64,13.91,0,23.18,13.91,18.55,23.18,4.64,9.27,4.64,9.27,13.91,27.82,18.55,27.82,18.55,46.37,60.28,46.37,18.54,27.82,13.91,18.54,4.64,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140001,LMG06-01,8,600,40,North,Coast,12581.7,0,0,0,0,0,0,0,0,0,0,0,1.52,1.83,3.04,3.65,3.65,1.83,1.83,1.52,1.22,0.91,1.83,1.22,0.3,0.3,0.3,0,0.3,0,0,0,0,0,0.3,0.61,0.61,0.3,0.91,0.3,2.13,2.13,3.05,3.65,6.09,4.87,3.04,0.91,1.52,0,0.3,0,0,0,0,0,0,0,0,0
140003,LMG06-01,19,600,60,North,Shelf,5658.7,0,0,0,0,0,0,0,0,0,0,0.18,0,0.18,0.53,0,0.18,0.35,0,0,0,0.18,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0.36,0,0.36,0.71,0.35,0.36,1.41,1.59,1.77,1.94,1.95,1.59,1.06,0.89,1.59,0,0.71,0.18,0.35,0,0,0,0,0,0,0
140005,LMG06-01,29,600,80,North,Shelf,11890.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
140007,LMG06-01,37,600,100,North,Shelf,9156.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
140009,LMG06-01,48,600,120,North,Shelf,11729.5,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.09,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.77,0.43,0.77,0.77,0.52,0.43,0,0.18,0,0,0,0,0,0,0,0,0,0
140011,LMG06-01,62,600,140,North,Shelf,11761.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140013,LMG06-01,72,600,160,North,Shelf,9051.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.13,0.35,0.88,0.35,0.13,0.13,0.38,0,0.27,0.13,0,0,0,0,0,0,0
140017,LMG06-01,94,600,200,North,Slope,16539.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0.06,0.12,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0
140021,LMG06-01,117,500,140,North,Shelf,11015.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.54,0.18,0.27,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
140023,LMG06-01,121,500,220,North,Slope,9293.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22,0.11,0.11,0.22,0,0.11,0,0,0,0,0,0,0,0,0
140024,LMG06-01,132,500,200,North,Slope,5700.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,3.06,2.94,4.79,6.97,6.9,9.2,7.48,7.48,3.45,4.03,0,0,0,0,0,0,0
140026,LMG06-01,142,500,180,North,Shelf,8021.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.12,0,0.5,0.25,0.25,0.12,0.25,0.25,0.25,0.25,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.62,2.12,1.37,0.87,0.62,0.37,0.25,0,0.12,0,0,0,0,0,0,0
140028,LMG06-01,153,500,160,North,Shelf,9250.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.12,0.12,0.12,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,1.19,0.83,2.62,2.03,1.78,0.6,1.31,0.12,0.24,0,0,0,0,0,0,0,0
