lat_bins,long_bins,mean_standardised,Area_km2,no_krill,MP_removal_one_month,conc_change_month
"(-90, -86]","(-180, -172]",,13799.562527820435,,,
"(-90, -86]","(-172, -164]",,13799.562527820435,,,
"(-90, -86]","(-164, -156]",,13799.562527820435,,,
"(-90, -86]","(-156, -148]",,13799.562527820435,,,
"(-90, -86]","(-148, -140]",,13799.562527820435,,,
"(-90, -86]","(-140, -132]",,13799.562527820435,,,
"(-90, -86]","(-132, -124]",,13799.562527820435,,,
"(-90, -86]","(-124, -116]",,13799.562527820435,,,
"(-90, -86]","(-116, -108]",,13799.562527820435,,,
"(-90, -86]","(-108, -100]",,13799.562527820435,,,
"(-90, -86]","(-100, -92]",,13799.562527820435,,,
"(-90, -86]","(-92, -84]",,13799.562527820435,,,
"(-90, -86]","(-84, -76]",,13799.562527820435,,,
"(-90, -86]","(-76, -68]",,13799.562527820435,,,
"(-90, -86]","(-68, -60]",,13799.562527820435,,,
"(-90, -86]","(-60, -52]",,13799.562527820435,,,
"(-90, -86]","(-52, -44]",,13799.562527820435,,,
"(-90, -86]","(-44, -36]",,13799.562527820435,,,
"(-90, -86]","(-36, -28]",,13799.562527820435,,,
"(-90, -86]","(-28, -20]",,13799.562527820435,,,
"(-90, -86]","(-20, -12]",,13799.562527820435,,,
"(-90, -86]","(-12, -4]",,13799.562527820435,,,
"(-90, -86]","(-4, 4]",,13799.562527820435,,,
"(-90, -86]","(4, 12]",,13799.562527820435,,,
"(-90, -86]","(12, 20]",,13799.562527820435,,,
"(-90, -86]","(20, 28]",,13799.562527820435,,,
"(-90, -86]","(28, 36]",,13799.562527820435,,,
"(-90, -86]","(36, 44]",,13799.562527820435,,,
"(-90, -86]","(44, 52]",,13799.562527820435,,,
"(-90, -86]","(52, 60]",,13799.562527820435,,,
"(-90, -86]","(60, 68]",,13799.562527820435,,,
"(-90, -86]","(68, 76]",,13799.562527820435,,,
"(-90, -86]","(76, 84]",,13799.562527820435,,,
"(-90, -86]","(84, 92]",,13799.562527820435,,,
"(-90, -86]","(92, 100]",,13799.562527820435,,,
"(-90, -86]","(100, 108]",,13799.562527820435,,,
"(-90, -86]","(108, 116]",,13799.562527820435,,,
"(-90, -86]","(116, 124]",,13799.562527820435,,,
"(-90, -86]","(124, 132]",,13799.562527820435,,,
"(-90, -86]","(132, 140]",,13799.562527820435,,,
"(-90, -86]","(140, 148]",,13799.562527820435,,,
"(-90, -86]","(148, 156]",,13799.562527820435,,,
"(-90, -86]","(156, 164]",,13799.562527820435,,,
"(-90, -86]","(164, 172]",,13799.562527820435,,,
"(-90, -86]","(172, 180]",,13799.562527820435,,,
"(-86, -82]","(-180, -172]",,41331.457501952806,,,
"(-86, -82]","(-172, -164]",,41331.457501952806,,,
"(-86, -82]","(-164, -156]",,41331.457501952806,,,
"(-86, -82]","(-156, -148]",,41331.457501952806,,,
"(-86, -82]","(-148, -140]",,41331.457501952806,,,
"(-86, -82]","(-140, -132]",,41331.457501952806,,,
"(-86, -82]","(-132, -124]",,41331.457501952806,,,
"(-86, -82]","(-124, -116]",,41331.457501952806,,,
"(-86, -82]","(-116, -108]",,41331.457501952806,,,
"(-86, -82]","(-108, -100]",,41331.457501952806,,,
"(-86, -82]","(-100, -92]",,41331.457501952806,,,
"(-86, -82]","(-92, -84]",,41331.457501952806,,,
"(-86, -82]","(-84, -76]",,41331.457501952806,,,
"(-86, -82]","(-76, -68]",,41331.457501952806,,,
"(-86, -82]","(-68, -60]",,41331.457501952806,,,
"(-86, -82]","(-60, -52]",,41331.457501952806,,,
"(-86, -82]","(-52, -44]",,41331.457501952806,,,
"(-86, -82]","(-44, -36]",,41331.457501952806,,,
"(-86, -82]","(-36, -28]",,41331.457501952806,,,
"(-86, -82]","(-28, -20]",,41331.457501952806,,,
"(-86, -82]","(-20, -12]",,41331.457501952806,,,
"(-86, -82]","(-12, -4]",,41331.457501952806,,,
"(-86, -82]","(-4, 4]",,41331.457501952806,,,
"(-86, -82]","(4, 12]",,41331.457501952806,,,
"(-86, -82]","(12, 20]",,41331.457501952806,,,
"(-86, -82]","(20, 28]",,41331.457501952806,,,
"(-86, -82]","(28, 36]",,41331.457501952806,,,
"(-86, -82]","(36, 44]",,41331.457501952806,,,
"(-86, -82]","(44, 52]",,41331.457501952806,,,
"(-86, -82]","(52, 60]",,41331.457501952806,,,
"(-86, -82]","(60, 68]",,41331.457501952806,,,
"(-86, -82]","(68, 76]",,41331.457501952806,,,
"(-86, -82]","(76, 84]",,41331.457501952806,,,
"(-86, -82]","(84, 92]",,41331.457501952806,,,
"(-86, -82]","(92, 100]",,41331.457501952806,,,
"(-86, -82]","(100, 108]",,41331.457501952806,,,
"(-86, -82]","(108, 116]",,41331.457501952806,,,
"(-86, -82]","(116, 124]",,41331.457501952806,,,
"(-86, -82]","(124, 132]",,41331.457501952806,,,
"(-86, -82]","(132, 140]",,41331.457501952806,,,
"(-86, -82]","(140, 148]",,41331.457501952806,,,
"(-86, -82]","(148, 156]",,41331.457501952806,,,
"(-86, -82]","(156, 164]",,41331.457501952806,,,
"(-86, -82]","(164, 172]",,41331.457501952806,,,
"(-86, -82]","(172, 180]",,41331.457501952806,,,
"(-82, -78]","(-180, -172]",,68661.98976975933,,,
"(-82, -78]","(-172, -164]",,68661.98976975933,,,
"(-82, -78]","(-164, -156]",,68661.98976975933,,,
"(-82, -78]","(-156, -148]",,68661.98976975933,,,
"(-82, -78]","(-148, -140]",,68661.98976975933,,,
"(-82, -78]","(-140, -132]",,68661.98976975933,,,
"(-82, -78]","(-132, -124]",,68661.98976975933,,,
"(-82, -78]","(-124, -116]",,68661.98976975933,,,
"(-82, -78]","(-116, -108]",,68661.98976975933,,,
"(-82, -78]","(-108, -100]",,68661.98976975933,,,
"(-82, -78]","(-100, -92]",,68661.98976975933,,,
"(-82, -78]","(-92, -84]",,68661.98976975933,,,
"(-82, -78]","(-84, -76]",,68661.98976975933,,,
"(-82, -78]","(-76, -68]",,68661.98976975933,,,
"(-82, -78]","(-68, -60]",,68661.98976975933,,,
"(-82, -78]","(-60, -52]",,68661.98976975933,,,
"(-82, -78]","(-52, -44]",,68661.98976975933,,,
"(-82, -78]","(-44, -36]",,68661.98976975933,,,
"(-82, -78]","(-36, -28]",,68661.98976975933,,,
"(-82, -78]","(-28, -20]",,68661.98976975933,,,
"(-82, -78]","(-20, -12]",,68661.98976975933,,,
"(-82, -78]","(-12, -4]",,68661.98976975933,,,
"(-82, -78]","(-4, 4]",,68661.98976975933,,,
"(-82, -78]","(4, 12]",,68661.98976975933,,,
"(-82, -78]","(12, 20]",,68661.98976975933,,,
"(-82, -78]","(20, 28]",,68661.98976975933,,,
"(-82, -78]","(28, 36]",,68661.98976975933,,,
"(-82, -78]","(36, 44]",,68661.98976975933,,,
"(-82, -78]","(44, 52]",,68661.98976975933,,,
"(-82, -78]","(52, 60]",,68661.98976975933,,,
"(-82, -78]","(60, 68]",,68661.98976975933,,,
"(-82, -78]","(68, 76]",,68661.98976975933,,,
"(-82, -78]","(76, 84]",,68661.98976975933,,,
"(-82, -78]","(84, 92]",,68661.98976975933,,,
"(-82, -78]","(92, 100]",,68661.98976975933,,,
"(-82, -78]","(100, 108]",,68661.98976975933,,,
"(-82, -78]","(108, 116]",,68661.98976975933,,,
"(-82, -78]","(116, 124]",,68661.98976975933,,,
"(-82, -78]","(124, 132]",,68661.98976975933,,,
"(-82, -78]","(132, 140]",,68661.98976975933,,,
"(-82, -78]","(140, 148]",,68661.98976975933,,,
"(-82, -78]","(148, 156]",,68661.98976975933,,,
"(-82, -78]","(156, 164]",,68661.98976975933,,,
"(-82, -78]","(164, 172]",,68661.98976975933,,,
"(-82, -78]","(172, 180]",,68661.98976975933,,,
"(-78, -74]","(-180, -172]",,95658.00772528657,,,
"(-78, -74]","(-172, -164]",,95658.00772528657,,,
"(-78, -74]","(-164, -156]",,95658.00772528657,,,
"(-78, -74]","(-156, -148]",,95658.00772528657,,,
"(-78, -74]","(-148, -140]",,95658.00772528657,,,
"(-78, -74]","(-140, -132]",,95658.00772528657,,,
"(-78, -74]","(-132, -124]",,95658.00772528657,,,
"(-78, -74]","(-124, -116]",,95658.00772528657,,,
"(-78, -74]","(-116, -108]",,95658.00772528657,,,
"(-78, -74]","(-108, -100]",,95658.00772528657,,,
"(-78, -74]","(-100, -92]",,95658.00772528657,,,
"(-78, -74]","(-92, -84]",,95658.00772528657,,,
"(-78, -74]","(-84, -76]",,95658.00772528657,,,
"(-78, -74]","(-76, -68]",,95658.00772528657,,,
"(-78, -74]","(-68, -60]",0.0,95658.00772528657,0.0,0.0,1900.0
"(-78, -74]","(-60, -52]",0.0,95658.00772528657,0.0,0.0,1900.0
"(-78, -74]","(-52, -44]",0.028125,95658.00772528657,2690.381467273685,12913.831042913687,1899.865
"(-78, -74]","(-44, -36]",0.355,95658.00772528657,33958.59274247673,163001.24516388832,1898.296
"(-78, -74]","(-36, -28]",0.0,95658.00772528657,0.0,0.0,1900.0
"(-78, -74]","(-28, -20]",0.4975,95658.00772528657,47589.85884333007,228431.32244798433,1897.612
"(-78, -74]","(-20, -12]",,95658.00772528657,,,
"(-78, -74]","(-12, -4]",,95658.00772528657,,,
"(-78, -74]","(-4, 4]",,95658.00772528657,,,
"(-78, -74]","(4, 12]",,95658.00772528657,,,
"(-78, -74]","(12, 20]",,95658.00772528657,,,
"(-78, -74]","(20, 28]",,95658.00772528657,,,
"(-78, -74]","(28, 36]",,95658.00772528657,,,
"(-78, -74]","(36, 44]",,95658.00772528657,,,
"(-78, -74]","(44, 52]",,95658.00772528657,,,
"(-78, -74]","(52, 60]",,95658.00772528657,,,
"(-78, -74]","(60, 68]",,95658.00772528657,,,
"(-78, -74]","(68, 76]",,95658.00772528657,,,
"(-78, -74]","(76, 84]",,95658.00772528657,,,
"(-78, -74]","(84, 92]",,95658.00772528657,,,
"(-78, -74]","(92, 100]",,95658.00772528657,,,
"(-78, -74]","(100, 108]",,95658.00772528657,,,
"(-78, -74]","(108, 116]",,95658.00772528657,,,
"(-78, -74]","(116, 124]",,95658.00772528657,,,
"(-78, -74]","(124, 132]",,95658.00772528657,,,
"(-78, -74]","(132, 140]",,95658.00772528657,,,
"(-78, -74]","(140, 148]",,95658.00772528657,,,
"(-78, -74]","(148, 156]",,95658.00772528657,,,
"(-78, -74]","(156, 164]",,95658.00772528657,,,
"(-78, -74]","(164, 172]",0.0,95658.00772528657,0.0,0.0,1900.0
"(-78, -74]","(172, 180]",0.0,95658.00772528657,0.0,0.0,1900.0
"(-74, -70]","(-180, -172]",0.0,122187.98948268562,0.0,0.0,1900.0
"(-74, -70]","(-172, -164]",0.17666666666666667,122187.98948268562,21586.544808607792,103615.4150813174,1899.152
"(-74, -70]","(-164, -156]",,122187.98948268562,,,
"(-74, -70]","(-156, -148]",,122187.98948268562,,,
"(-74, -70]","(-148, -140]",0.45999999999999996,122187.98948268562,56206.47516203538,269791.08077776985,1897.792
"(-74, -70]","(-140, -132]",,122187.98948268562,,,
"(-74, -70]","(-132, -124]",9.055,122187.98948268562,1106412.2447657182,5310778.774875447,1856.536
"(-74, -70]","(-124, -116]",0.03333333333333333,122187.98948268562,4072.9329827561874,19550.0783172297,1899.84
"(-74, -70]","(-116, -108]",,122187.98948268562,,,
"(-74, -70]","(-108, -100]",134.95666666666668,122187.98948268562,16490083.767284976,79152402.08296789,1252.208
"(-74, -70]","(-100, -92]",,122187.98948268562,,,
"(-74, -70]","(-92, -84]",1.0625,122187.98948268562,129824.73882535347,623158.7463616967,1894.9
"(-74, -70]","(-84, -76]",18.59,122187.98948268562,2271474.724483126,10903078.677519005,1810.768
"(-74, -70]","(-76, -68]",8.97,122187.98948268562,1096026.2656596901,5260926.075166513,1856.944
"(-74, -70]","(-68, -60]",,122187.98948268562,,,
"(-74, -70]","(-60, -52]",,122187.98948268562,,,
"(-74, -70]","(-52, -44]",,122187.98948268562,,,
"(-74, -70]","(-44, -36]",,122187.98948268562,,,
"(-74, -70]","(-36, -28]",,122187.98948268562,,,
"(-74, -70]","(-28, -20]",49.195,122187.98948268562,6011038.142600719,28852983.084483452,1663.864
"(-74, -70]","(-20, -12]",13.122222222222222,122187.98948268562,1603377.9508783524,7696214.164216092,1837.0133333333333
"(-74, -70]","(-12, -4]",6.615142857142857,122187.98948268562,808291.0058550342,3879796.828104164,1868.2473142857143
"(-74, -70]","(-4, 4]",2.7600000000000002,122187.98948268562,337238.8509722123,1618746.4846666192,1886.752
"(-74, -70]","(4, 12]",,122187.98948268562,,,
"(-74, -70]","(12, 20]",,122187.98948268562,,,
"(-74, -70]","(20, 28]",,122187.98948268562,,,
"(-74, -70]","(28, 36]",,122187.98948268562,,,
"(-74, -70]","(36, 44]",,122187.98948268562,,,
"(-74, -70]","(44, 52]",,122187.98948268562,,,
"(-74, -70]","(52, 60]",,122187.98948268562,,,
"(-74, -70]","(60, 68]",,122187.98948268562,,,
"(-74, -70]","(68, 76]",,122187.98948268562,,,
"(-74, -70]","(76, 84]",,122187.98948268562,,,
"(-74, -70]","(84, 92]",,122187.98948268562,,,
"(-74, -70]","(92, 100]",,122187.98948268562,,,
"(-74, -70]","(100, 108]",,122187.98948268562,,,
"(-74, -70]","(108, 116]",,122187.98948268562,,,
"(-74, -70]","(116, 124]",,122187.98948268562,,,
"(-74, -70]","(124, 132]",,122187.98948268562,,,
"(-74, -70]","(132, 140]",,122187.98948268562,,,
"(-74, -70]","(140, 148]",,122187.98948268562,,,
"(-74, -70]","(148, 156]",,122187.98948268562,,,
"(-74, -70]","(156, 164]",,122187.98948268562,,,
"(-74, -70]","(164, 172]",0.0,122187.98948268562,0.0,0.0,1900.0
"(-74, -70]","(172, 180]",0.0,122187.98948268562,0.0,0.0,1900.0
"(-70, -66]","(-180, -172]",0.0,148122.6836376187,0.0,0.0,1900.0
"(-70, -66]","(-172, -164]",11.354000000000001,148122.6836376187,1681784.9500215228,8072567.760103309,1845.5008
"(-70, -66]","(-164, -156]",0.9573333333333334,148122.6836376187,141802.7824690803,680653.3558515855,1895.4048
"(-70, -66]","(-156, -148]",0.0,148122.6836376187,0.0,0.0,1900.0
"(-70, -66]","(-148, -140]",0.0,148122.6836376187,0.0,0.0,1900.0
"(-70, -66]","(-140, -132]",0.017272727272727273,148122.6836376187,2558.4827173770504,12280.717043409843,1899.9170909090908
"(-70, -66]","(-132, -124]",0.82,148122.6836376187,121460.60058284733,583010.8827976672,1896.064
"(-70, -66]","(-124, -116]",0.2725,148122.6836376187,40363.4312912511,193744.4701980053,1898.692
"(-70, -66]","(-116, -108]",0.09333333333333334,148122.6836376187,13824.783806177746,66358.96226965317,1899.552
"(-70, -66]","(-108, -100]",0.044444444444444446,148122.6836376187,6583.230383894164,31599.505842691986,1899.7866666666666
"(-70, -66]","(-100, -92]",0.15375,148122.6836376187,22773.862609283875,109314.5405245626,1899.262
"(-70, -66]","(-92, -84]",13.158333333333333,148122.6836376187,1949047.645531666,9355428.698551998,1836.84
"(-70, -66]","(-84, -76]",20.667179487179485,148122.6836376187,3061278.0888613695,14694134.826534573,1800.7975384615386
"(-70, -66]","(-76, -68]",47.039477351916375,148122.6836376187,6967613.622276839,33444545.386928827,1674.2105087108014
"(-70, -66]","(-68, -60]",37.426161616161615,148122.6836376187,5543663.496841095,26609584.784837257,1720.3544242424243
"(-70, -66]","(-60, -52]",,148122.6836376187,,,
"(-70, -66]","(-52, -44]",17.677500000000002,148122.6836376187,2618438.740004005,12568505.952019224,1815.148
"(-70, -66]","(-44, -36]",,148122.6836376187,,,
"(-70, -66]","(-36, -28]",,148122.6836376187,,,
"(-70, -66]","(-28, -20]",16.76,148122.6836376187,2482536.17776649,11916173.65327915,1819.552
"(-70, -66]","(-20, -12]",86.3711111111111,148122.6836376187,12793520.766540723,61408899.67939547,1485.4186666666667
"(-70, -66]","(-12, -4]",3.982857142857143,148122.6836376187,589951.4885452585,2831767.1450172407,1880.8822857142857
"(-70, -66]","(-4, 4]",4.67840909090909,148122.6836376187,692978.5097000864,3326296.8465604153,1877.5436363636363
"(-70, -66]","(4, 12]",5.794285714285714,148122.6836376187,858265.1497631163,4119672.7188629583,1872.1874285714287
"(-70, -66]","(12, 20]",1.8653333333333333,148122.6836376187,276298.17921203806,1326231.2602177828,1891.0464
"(-70, -66]","(20, 28]",,148122.6836376187,,,
"(-70, -66]","(28, 36]",23.439999999999998,148122.6836376187,3471995.704465782,16665579.381435754,1787.488
"(-70, -66]","(36, 44]",37.78927083333333,148122.6836376187,5597448.208542124,26867751.4010022,1718.6115
"(-70, -66]","(44, 52]",218.82885714285715,148122.6836376187,32413517.577353086,155584884.3712948,849.6214857142859
"(-70, -66]","(52, 60]",2.997894736842105,148122.6836376187,444056.2136841453,2131469.8256838974,1885.610105263158
"(-70, -66]","(60, 68]",8.23330396475771,148122.6836376187,1219539.0784641579,5853787.576627958,1860.480140969163
"(-70, -66]","(68, 76]",11.264377682403433,148122.6836376187,1668509.8518252962,8008847.288761422,1845.9309871244636
"(-70, -66]","(76, 84]",6.283,148122.6836376187,930654.8212951584,4467143.142216761,1869.8416
"(-70, -66]","(84, 92]",,148122.6836376187,,,
"(-70, -66]","(92, 100]",,148122.6836376187,,,
"(-70, -66]","(100, 108]",,148122.6836376187,,,
"(-70, -66]","(108, 116]",,148122.6836376187,,,
"(-70, -66]","(116, 124]",,148122.6836376187,,,
"(-70, -66]","(124, 132]",,148122.6836376187,,,
"(-70, -66]","(132, 140]",3.28,148122.6836376187,485842.4023313893,2332043.5311906687,1884.256
"(-70, -66]","(140, 148]",,148122.6836376187,,,
"(-70, -66]","(148, 156]",,148122.6836376187,,,
"(-70, -66]","(156, 164]",47.528888888888886,148122.6836376187,7040106.572536419,33792511.54817481,1671.8613333333333
"(-70, -66]","(164, 172]",92.05333333333334,148122.6836376187,13635186.771121595,65448896.501383655,1458.144
"(-70, -66]","(172, 180]",17.4,148122.6836376187,2577334.695294565,12371206.537413914,1816.48
"(-66, -62]","(-180, -172]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-172, -164]",0.098,173335.73896710947,16986.902418776728,81537.1316101283,1899.5296
"(-66, -62]","(-164, -156]",,173335.73896710947,,,
"(-66, -62]","(-156, -148]",0.55,173335.73896710947,95334.65643191022,457606.350873169,1897.36
"(-66, -62]","(-148, -140]",0.4828571428571428,173335.73896710947,83696.39967269,401742.718428912,1897.6822857142856
"(-66, -62]","(-140, -132]",0.455,173335.73896710947,78867.76123003481,378565.25390416716,1897.816
"(-66, -62]","(-132, -124]",,173335.73896710947,,,
"(-66, -62]","(-124, -116]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-116, -108]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-108, -100]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-100, -92]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-92, -84]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(-84, -76]",0.027857142857142858,173335.73896710947,4828.638442655192,23177.464524744926,1899.8662857142858
"(-66, -62]","(-76, -68]",11.151417004048584,173335.73896710947,1932939.1069271513,9278107.713250328,1846.4731983805668
"(-66, -62]","(-68, -60]",36.76654499151103,173335.73896710947,6372956.245371043,30590189.977781005,1723.520584040747
"(-66, -62]","(-60, -52]",57.94374717832957,173335.73896710947,10043722.235679122,48209866.731259786,1621.870013544018
"(-66, -62]","(-52, -44]",158.82509803921567,173335.73896710947,27530065.73515106,132144315.52872509,1137.6395294117647
"(-66, -62]","(-44, -36]",12.9175,173335.73896710947,2239064.4081076365,10747509.158916656,1837.996
"(-66, -62]","(-36, -28]",38.67142857142857,173335.73896710947,6703140.648342362,32175075.112043336,1714.3771428571429
"(-66, -62]","(-28, -20]",30.699333333333335,173335.73896710947,5321291.629130949,25542199.819828555,1752.6432
"(-66, -62]","(-20, -12]",94.76624999999999,173335.73896710947,16426377.972891835,78846614.26988082,1445.122
"(-66, -62]","(-12, -4]",16.553846153846152,173335.73896710947,2869373.1558247656,13772991.147958875,1820.5415384615385
"(-66, -62]","(-4, 4]",211.5198,173335.73896710947,36663940.8391752,175986916.02804098,884.7049599999999
"(-66, -62]","(4, 12]",0.5625,173335.73896710947,97501.35316899908,468006.4952111956,1897.3
"(-66, -62]","(12, 20]",65.54857142857142,173335.73896710947,11361910.066809786,54537168.32068697,1585.366857142857
"(-66, -62]","(20, 28]",0.3983333333333334,173335.73896710947,69045.40268856529,331417.9329051134,1898.088
"(-66, -62]","(28, 36]",33.20142857142857,173335.73896710947,5754994.156192273,27623971.94972291,1740.633142857143
"(-66, -62]","(36, 44]",121.505,173335.73896710947,21061158.963198636,101093563.02335346,1316.7759999999998
"(-66, -62]","(44, 52]",7.0727659574468085,173335.73896710947,1225963.1137754582,5884622.946122199,1866.0507234042552
"(-66, -62]","(52, 60]",3.133287671232877,173335.73896710947,543110.7338896843,2606931.522670485,1884.9602191780823
"(-66, -62]","(60, 68]",1.2914728682170542,173335.73896710947,223858.40396837547,1074520.3390482024,1893.8009302325581
"(-66, -62]","(68, 76]",14.658689956331878,173335.73896710947,2540874.855870532,12196199.308178553,1829.638288209607
"(-66, -62]","(76, 84]",12.79467289719626,173335.73896710947,2217774.0814779615,10645315.591094216,1838.585570093458
"(-66, -62]","(84, 92]",24.23142857142857,173335.73896710947,4200172.577657301,20160828.372755043,1783.6891428571428
"(-66, -62]","(92, 100]",12.135000000000002,173335.73896710947,2103429.1923658736,10096460.123356193,1841.752
"(-66, -62]","(100, 108]",97.28421052631579,173335.73896710947,16862830.521410797,80941586.50277182,1433.0357894736842
"(-66, -62]","(108, 116]",6.433529411764706,173335.73896710947,1115160.5747548684,5352770.758823369,1869.1190588235295
"(-66, -62]","(116, 124]",4.1295652173913036,173335.73896710947,715801.2385693936,3435845.9451330896,1880.1780869565218
"(-66, -62]","(124, 132]",23.765833333333333,173335.73896710947,4119468.2830024958,19773447.75841198,1785.924
"(-66, -62]","(132, 140]",2.329,173335.73896710947,403698.936054398,1937754.8930611105,1888.8208
"(-66, -62]","(140, 148]",2.42,173335.73896710947,419472.4883004049,2013467.9438419435,1888.384
"(-66, -62]","(148, 156]",5.638421052631579,173335.73896710947,977339.8797656021,4691231.422874889,1872.9355789473684
"(-66, -62]","(156, 164]",1.76,173335.73896710947,305070.90058211266,1464340.3227941408,1891.552
"(-66, -62]","(164, 172]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-66, -62]","(172, 180]",0.0,173335.73896710947,0.0,0.0,1900.0
"(-62, -58]","(-180, -172]",5.4175,197704.32000000004,1071063.1536000003,5141103.137280001,1873.996
"(-62, -58]","(-172, -164]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(-164, -156]",0.3416666666666666,197704.32000000004,67548.97600000001,324235.08480000007,1898.36
"(-62, -58]","(-156, -148]",2.13,197704.32000000004,421110.20160000003,2021328.9676800002,1889.776
"(-62, -58]","(-148, -140]",,197704.32000000004,,,
"(-62, -58]","(-140, -132]",,197704.32000000004,,,
"(-62, -58]","(-132, -124]",,197704.32000000004,,,
"(-62, -58]","(-124, -116]",,197704.32000000004,,,
"(-62, -58]","(-116, -108]",,197704.32000000004,,,
"(-62, -58]","(-108, -100]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(-100, -92]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(-92, -84]",,197704.32000000004,,,
"(-62, -58]","(-84, -76]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(-76, -68]",3.5399999999999996,197704.32000000004,699873.2928,3359391.8054400003,1883.008
"(-62, -58]","(-68, -60]",6.8478242677824275,197704.32000000004,1353844.440341423,6498453.313638831,1867.1304435146444
"(-62, -58]","(-60, -52]",41.748288659793815,197704.32000000004,8253817.020648249,39618321.699111596,1699.6082144329896
"(-62, -58]","(-52, -44]",29.461184834123223,197704.32000000004,5824603.514024646,27958096.8673183,1758.5863127962086
"(-62, -58]","(-44, -36]",90.2876582278481,197704.32000000004,17850260.074329115,85681248.35677977,1466.619240506329
"(-62, -58]","(-36, -28]",130.3917142857143,197704.32000000004,25779005.206491437,123739224.9911589,1274.1197714285713
"(-62, -58]","(-28, -20]",175.1385,197704.32000000004,34625638.04832,166203062.631936,1059.3352
"(-62, -58]","(-20, -12]",321.51714285714286,197704.32000000004,63565328.0969143,305113574.86518866,356.71771428571424
"(-62, -58]","(-12, -4]",10.44,197704.32000000004,2064033.1008000004,9907358.883840002,1849.888
"(-62, -58]","(-4, 4]",27.78782608695652,197704.32000000004,5493773.260800001,26370111.651840005,1766.6184347826088
"(-62, -58]","(4, 12]",13.69439024390244,197704.32000000004,2707440.1109853666,12995712.532729762,1834.2669268292682
"(-62, -58]","(12, 20]",29.99909090909091,197704.32000000004,5930949.868800001,28468559.370240007,1756.0043636363637
"(-62, -58]","(20, 28]",,197704.32000000004,,,
"(-62, -58]","(28, 36]",,197704.32000000004,,,
"(-62, -58]","(36, 44]",2.4666666666666663,197704.32000000004,487670.656,2340819.1488,1888.16
"(-62, -58]","(44, 52]",0.68375,197704.32000000004,135180.32880000002,648865.5782400002,1896.718
"(-62, -58]","(52, 60]",1.7040740740740743,197704.32000000004,336902.80604444456,1617133.4690133338,1891.8204444444445
"(-62, -58]","(60, 68]",0.5004651162790698,197704.32000000004,98944.11549767443,474931.75438883726,1897.5977674418605
"(-62, -58]","(68, 76]",39.99594594594594,197704.32000000004,7907371.296,37955382.220800005,1708.0194594594595
"(-62, -58]","(76, 84]",0.7093749999999999,197704.32000000004,140246.502,673183.2096000001,1896.595
"(-62, -58]","(84, 92]",0.6055555555555555,197704.32000000004,119720.94933333335,574660.5568000001,1897.0933333333332
"(-62, -58]","(92, 100]",0.064,197704.32000000004,12653.076480000003,60734.76710400002,1899.6928
"(-62, -58]","(100, 108]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(108, 116]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(116, 124]",,197704.32000000004,,,
"(-62, -58]","(124, 132]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(132, 140]",,197704.32000000004,,,
"(-62, -58]","(140, 148]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(148, 156]",79.03,197704.32000000004,15624572.409600003,74997947.56608,1520.656
"(-62, -58]","(156, 164]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(164, 172]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-62, -58]","(172, 180]",0.0,197704.32000000004,0.0,0.0,1900.0
"(-58, -54]","(-180, -172]",,221109.70545901926,,,
"(-58, -54]","(-172, -164]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(-164, -156]",,221109.70545901926,,,
"(-58, -54]","(-156, -148]",1.855,221109.70545901926,410158.5036264807,1968760.8174071074,1891.096
"(-58, -54]","(-148, -140]",,221109.70545901926,,,
"(-58, -54]","(-140, -132]",,221109.70545901926,,,
"(-58, -54]","(-132, -124]",,221109.70545901926,,,
"(-58, -54]","(-124, -116]",,221109.70545901926,,,
"(-58, -54]","(-116, -108]",,221109.70545901926,,,
"(-58, -54]","(-108, -100]",,221109.70545901926,,,
"(-58, -54]","(-100, -92]",,221109.70545901926,,,
"(-58, -54]","(-92, -84]",,221109.70545901926,,,
"(-58, -54]","(-84, -76]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(-76, -68]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(-68, -60]",0.0,221109.70545901926,0.0,0.0,1900.0
"(-58, -54]","(-60, -52]",1.1929411764705882,221109.70545901926,263770.87215934764,1266100.186364869,1894.2738823529412
